Borough,CONDOMINIUMS COMPARABLE PROPERTIES Boro-Block-Lot,CONDOMINIUMS COMPARABLE PROPERTIES Condo Section,CONDOMINIUMS COMPARABLE PROPERTIES Address,CONDOMINIUMS COMPARABLE PROPERTIES Neighborhood,CONDOMINIUMS COMPARABLE PROPERTIES Building Classification,CONDOMINIUMS COMPARABLE PROPERTIES Total Units,CONDOMINIUMS COMPARABLE PROPERTIES Year Built,CONDOMINIUMS COMPARABLE PROPERTIES Gross SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Estimated Gross Income,CONDOMINIUMS COMPARABLE PROPERTIES Gross Income per SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Estimated Expense,CONDOMINIUMS COMPARABLE PROPERTIES Expense per SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Net Operating Income,CONDOMINIUMS COMPARABLE PROPERTIES Full Market Value,CONDOMINIUMS COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Condo in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Condo in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Condo in miles
Brooklyn,3-02241-7529,1237-R1,119 LORIMER STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004,26950,507469,18.83,208062,7.72,299407,2151002,79.81,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,408672,15.84,204336,7.92,204336,1243000,48.18,0.52,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.51,3-02424-0035,347 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,"23,467","503,375",21.45,"275,528",11.74,"227,847","1,059,000",45.13,0.51
Brooklyn,3-02241-7530,1242-R1,146 MIDDLETON STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004,23692,446120,18.83,182909,7.72,263211,1891000,79.82,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,408672,15.84,204336,7.92,204336,1243000,48.18,0.52,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.51,3-02424-0035,347 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,"23,467","503,375",21.45,"275,528",11.74,"227,847","1,059,000",45.13,0.51
Brooklyn,3-02241-7531,1246-R1,150 MIDDLETON STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004,25452,463735,18.22,190131,7.47,273604,1969004,77.36,3-02264-0059,567 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,39,1931,18750,741300,39.54,276703,14.76,464597,2175000,116,0.17,3-02264-0063,563 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,20,2004,28158,446867,15.87,164161,5.83,282706,1932000,68.61,0.17,3-02240-0031,80 MIDDLETON STREET,WILLIAMSBURG-CENTRAL,D1-ELEVATOR,11,2001,"10,000","263,600",26.36,"169,800",16.98,"93,800","60,000",6.00,0.13
Brooklyn,3-02242-7503,1815-R1,218 MIDDLETON STREET,WILLIAMSBURG-EAST,R4-CONDOMINIUM,18,2005,32189,603544,18.75,247453,7.69,356091,2559000,79.5,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.47,3-02412-0025,373 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1920,19900,377503,18.97,177309,8.91,200194,795000,39.95,0.5,3-02412-0030,359 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1916,"22,050","413,524",18.75,"229,443",10.41,"184,081","871,000",39.50,0.50
Brooklyn,3-02242-7504,2057-R1,210 MIDDLETON STREET,WILLIAMSBURG-EAST,R4-CONDOMINIUM,16,2005,27224,510450,18.75,209285,7.69,301165,2163998,79.49,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.47,3-02412-0025,373 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1920,19900,377503,18.97,177309,8.91,200194,795000,39.95,0.5,3-02412-0030,359 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1916,"22,050","413,524",18.75,"229,443",10.41,"184,081","871,000",39.50,0.50
Brooklyn,3-02244-7501,0663-R1,2 LEE AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,113,1998,196286,3680363,18.75,1803378,9.19,1876985,13489026,68.72,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.62,3-01816-0001,588 GATES AVENUE,BEDFORD STUYVESANT,D9-ELEVATOR,150,1973,117570,1896312,16.13,935324,7.96,960988,5910000,50.27,1.15,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,"23,000","431,272",18.75,"229,306",9.97,"201,966","934,000",40.61,0.62
Brooklyn,3-02250-7501,0873-R1,165 HARRISON AVENUE,WILLIAMSBURG-EAST,R4-CONDOMINIUM,32,2000,39000,836550,21.45,342986,8.79,493564,3618992,92.79,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,28800,607117,21.08,388575,13.49,218542,1276000,44.31,0.59,3-02424-0035,347 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,23467,503375,21.45,275528,11.74,227847,1059000,45.13,0.56,3-02412-0033,355 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1919,"19,104","431,273",22.58,"228,216",11.95,"203,057","934,000",48.89,0.59
Brooklyn,3-02251-7501,1025-R1,341 WALLABOUT STREET,WILLIAMSBURG-EAST,R4-CONDOMINIUM,12,2001,29866,559988,18.75,251995,8.44,307993,2213004,74.1,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.55,3-02412-0025,373 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1920,19900,377503,18.97,177309,8.91,200194,795000,39.95,0.58,3-02412-0030,359 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1916,"22,050","413,524",18.75,"229,443",10.41,"184,081","871,000",39.50,0.58
Brooklyn,3-02251-7502,1699-R1,37 THROOP AVENUE,WILLIAMSBURG-EAST,R4-CONDOMINIUM,18,2006,23938,448838,18.75,157093,6.56,291745,2097006,87.6,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.55,3-02412-0025,373 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1920,19900,377503,18.97,177309,8.91,200194,795000,39.95,0.58,3-02412-0030,359 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1916,"22,050","413,524",18.75,"229,443",10.41,"184,081","871,000",39.50,0.58
Brooklyn,3-02251-7503,1705-R1,41 THROOP AVENUE,WILLIAMSBURG-EAST,R4-CONDOMINIUM,17,2006,22389,470841,21.03,193045,8.62,277796,2039006,91.07,3-03113-0032,9 COOK STREET,WILLIAMSBURG-EAST,D1-ELEVATOR,63,2009,52650,1113307,21.15,545418,10.36,567889,4167000,79.15,0.19,3-02757-0028,609 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,D5-ELEVATOR,65,1920,43230,1043222,24.13,451589,10.45,591633,3210000,74.25,0.78,3-02368-0029,94 HAVEMEYER STREET,WILLIAMSBURG-NORTH,D1-ELEVATOR,29,1916,"21,380","449,621",21.03,"206,745",9.67,"242,876","1,783,000",83.40,0.90
Brooklyn,3-02251-7504,1704-R1,33 THROOP AVENUE,WILLIAMSBURG-EAST,R4-CONDOMINIUM,13,2006,20004,420684,21.03,172480,8.62,248204,1821998,91.08,3-03113-0032,9 COOK STREET,WILLIAMSBURG-EAST,D1-ELEVATOR,63,2009,52650,1113307,21.15,545418,10.36,567889,4167000,79.15,0.19,3-02264-0063,563 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,20,2004,28158,446867,15.87,164161,5.83,282706,1932000,68.61,0.35,3-02757-0028,609 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,D5-ELEVATOR,65,1920,"43,230","1,043,222",24.13,"451,589",10.45,"591,633","3,210,000",74.25,0.78
Brooklyn,3-02260-7501,1099-R1,760 KENT AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,33,2004,40200,753750,18.75,369338,9.19,384412,2763002,68.73,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,408672,15.84,204336,7.92,204336,1243000,48.18,0.56,3-02104-0008,299 ADELPHI STREET,FORT GREENE,D9-ELEVATOR,71,1927,44046,827639,18.79,409988,9.31,417651,3001000,68.13,0.85,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,"23,000","431,272",18.75,"229,306",9.97,"201,966","934,000",40.61,0.86
Brooklyn,3-02262-7503,1355-R1,132 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,16,2003,24331,456206,18.75,209855,8.63,246351,1770000,72.75,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,408672,15.84,204336,7.92,204336,1243000,48.18,0.53,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.77,3-02412-0025,373 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1920,"19,900","377,503",18.97,"177,309",8.91,"200,194","795,000",39.95,0.81
Brooklyn,3-02262-7504,1354-R1,136 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,16,2003,24331,456206,18.75,209855,8.63,246351,1770000,72.75,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,408672,15.84,204336,7.92,204336,1243000,48.18,0.53,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.77,3-02412-0025,373 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1920,"19,900","377,503",18.97,"177,309",8.91,"200,194","795,000",39.95,0.81
Brooklyn,3-02262-7505,1356-R1,429 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,16,2003,24635,461906,18.75,212477,8.63,249429,1793000,72.78,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,408672,15.84,204336,7.92,204336,1243000,48.18,0.53,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.77,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,"23,000","431,272",18.75,"229,306",9.97,"201,966","934,000",40.61,0.77
Brooklyn,3-02262-7506,1350-R1,417 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,16,2004,16303,305681,18.75,125329,7.69,180352,1296001,79.49,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,408672,15.84,204336,7.92,204336,1243000,48.18,0.53,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.77,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,"23,000","431,272",18.75,"229,306",9.97,"201,966","934,000",40.61,0.77
Brooklyn,3-02262-7507,1352-R1,730 BEDFORD AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,13,2004,14998,281213,18.75,115297,7.69,165916,1192003,79.48,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,408672,15.84,204336,7.92,204336,1243000,48.18,0.53,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.77,3-02412-0025,373 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1920,"19,900","377,503",18.97,"177,309",8.91,"200,194","795,000",39.95,0.81
Brooklyn,3-02262-7508,1567-R1,405 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,27,2006,39038,731963,18.75,314744,8.06,417219,2998001,76.8,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,408672,15.84,204336,7.92,204336,1243000,48.18,0.53,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.77,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,"23,000","431,272",18.75,"229,306",9.97,"201,966","934,000",40.61,0.77
Brooklyn,3-02263-7502,1201-R1,713 BEDFORD AVENUE,WILLIAMSBURG-CENTRAL,R2-CONDOMINIUM,12,2004,20148,322771,16.02,145066,7.2,177705,1188996,59.01,3-02201-0032,272 DIVISION AVENUE,WILLIAMSBURG-CENTRAL,C1-WALK-UP,12,1915,5500,95590,17.38,47795,8.69,47795,267000,48.55,0.47,3-02173-0027,186 CLYMER STREET,WILLIAMSBURG-CENTRAL,C1-WALK-UP,35,1915,21000,307650,14.65,162960,7.76,144690,681000,32.43,0.63,, , , , , , , , , , , , , , 
Brooklyn,3-02263-7503,1202-R1,717 BEDFORD AVENUE,WILLIAMSBURG-CENTRAL,R2-CONDOMINIUM,12,2002,20931,335315,16.02,150703,7.2,184612,1236001,59.05,3-02201-0032,272 DIVISION AVENUE,WILLIAMSBURG-CENTRAL,C1-WALK-UP,12,1915,5500,95590,17.38,47795,8.69,47795,267000,48.55,0.47,3-02173-0027,186 CLYMER STREET,WILLIAMSBURG-CENTRAL,C1-WALK-UP,35,1915,21000,307650,14.65,162960,7.76,144690,681000,32.43,0.63,, , , , , , , , , , , , , , 
Brooklyn,3-02263-7504,1203-R1,721 BEDFORD AVENUE,WILLIAMSBURG-CENTRAL,R2-CONDOMINIUM,12,2002,15840,253757,16.02,114048,7.2,139709,934999,59.03,3-02201-0032,272 DIVISION AVENUE,WILLIAMSBURG-CENTRAL,C1-WALK-UP,12,1915,5500,95590,17.38,47795,8.69,47795,267000,48.55,0.47,3-02173-0027,186 CLYMER STREET,WILLIAMSBURG-CENTRAL,C1-WALK-UP,35,1915,21000,307650,14.65,162960,7.76,144690,681000,32.43,0.63,, , , , , , , , , , , , , , 
Brooklyn,3-02263-7505,2015-R1,463 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2006,19823,425203,21.45,174333,8.79,250870,1839997,92.82,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.71,3-02424-0035,347 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,23467,503375,21.45,275528,11.74,227847,1059000,45.13,0.71,3-02412-0033,355 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1919,"19,104","431,273",22.58,"228,216",11.95,"203,057","934,000",48.89,0.75
Brooklyn,3-02263-7506,2016-R1,461 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2006,24214,510431,21.08,209277,8.64,301154,2209998,91.27,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.71,3-02424-0035,347 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,23467,503375,21.45,275528,11.74,227847,1059000,45.13,0.71,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,"28,800","607,117",21.08,"388,575",13.49,"218,542","1,276,000",44.31,0.75
Brooklyn,3-02264-7504,0699-R1,254 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,19,1931,40294,758736,18.83,417305,10.36,341431,2452994,60.88,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.68,3-02413-0031,385 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1915,20295,395336,19.48,198149,9.76,197187,856000,42.18,0.68,3-02412-0025,373 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1920,"19,900","377,503",18.97,"177,309",8.91,"200,194","795,000",39.95,0.72
Brooklyn,3-02264-7507,0878-R1,248 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,28,2001,38600,827970,21.45,339468,8.79,488502,3582005,92.8,3-02437-0003,350 KEAP STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1912,20430,503375,24.64,226216,11.07,277159,1059000,51.84,0.63,3-02424-0035,347 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,23467,503375,21.45,275528,11.74,227847,1059000,45.13,0.68,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,"28,800","607,117",21.08,"388,575",13.49,"218,542","1,276,000",44.31,0.72
Brooklyn,3-02264-7508,0939-R1,547 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2001,16637,345384,20.76,141581,8.51,203803,1497002,89.98,3-02188-0013,190 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,30,1920,27498,311827,11.34,180937,6.58,130890,842000,30.62,0.58,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,408672,15.84,204336,7.92,204336,1243000,48.18,0.61,3-02264-0059,567 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,39,1931,"18,750","741,300",39.54,"276,703",14.76,"464,597","2,175,000",116.00,0.00
Brooklyn,3-02264-7509,0940-R1,543 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2001,16637,344386,20.7,141198,8.49,203188,1493000,89.74,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.68,3-02424-0035,347 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,23467,503375,21.45,275528,11.74,227847,1059000,45.13,0.68,3-02412-0033,355 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1919,"19,104","431,273",22.58,"228,216",11.95,"203,057","934,000",48.89,0.72
Brooklyn,3-02264-7510,0941-R1,551 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2003,16637,344386,20.7,141198,8.49,203188,1493004,89.74,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.68,3-02413-0031,385 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1915,20295,395336,19.48,198149,9.76,197187,856000,42.18,0.68,3-02424-0035,347 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,"23,467","503,375",21.45,"275,528",11.74,"227,847","1,059,000",45.13,0.68
Brooklyn,3-02264-7511,0942-R1,555 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2003,16648,344614,20.7,141292,8.49,203322,1494000,89.74,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.68,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.68,3-02424-0035,347 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,"23,467","503,375",21.45,"275,528",11.74,"227,847","1,059,000",45.13,0.68
Brooklyn,3-02264-7512,0949-R1,559 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2002,14000,289800,20.7,118818,8.49,170982,1255999,89.71,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.68,3-02424-0035,347 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,23467,503375,21.45,275528,11.74,227847,1059000,45.13,0.68,3-02412-0033,355 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1919,"19,104","431,273",22.58,"228,216",11.95,"203,057","934,000",48.89,0.72
Brooklyn,3-02264-7513,1284-R1,282 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,28,2003,45000,931500,20.7,381915,8.49,549585,4036998,89.71,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.68,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.68,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,"28,800","607,117",21.08,"388,575",13.49,"218,542","1,276,000",44.31,0.72
Brooklyn,3-02264-7514,1283-R1,274 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,28,2005,32854,680078,20.7,278832,8.49,401246,2948000,89.73,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.68,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.68,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,"28,800","607,117",21.08,"388,575",13.49,"218,542","1,276,000",44.31,0.72
Brooklyn,3-02264-7515,1313-R1,298 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,20,2005,32291,668424,20.7,274054,8.49,394370,2897001,89.72,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.68,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.68,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,"28,800","607,117",21.08,"388,575",13.49,"218,542","1,276,000",44.31,0.72
Brooklyn,3-02264-7518,1287-R1,268 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,28,2005,32523,673226,20.7,276023,8.49,397203,2918002,89.72,3-02424-0006,354 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1920,24126,499299,20.7,320801,13.3,178498,1050000,43.52,0.68,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,431272,18.75,229306,9.97,201966,934000,40.61,0.68,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,"28,800","607,117",21.08,"388,575",13.49,"218,542","1,276,000",44.31,0.72
